"HHID","PID","PID_Old","HHID_old","DynID","h2q1","h2q3","h2q4","h2q5","h2q6","h2q7","h2q8","h2q9a","h2q9b","h2q9c","h2q10","h2q11","h2q13_1","h2q13_2","wgt_X"
"H21503-04-01","P21503-001","318300040301",3183000403,21503,1,2,1,12,,1,34,99,99,1979,2,1,,,1887.58166503906
"H21503-04-01","P21503-002","318300040302",3183000403,21503,2,1,6,12,,2,19,99,99,1994,5,1,,,1887.58166503906
"H21503-04-01","P21503-003","318300040303",3183000403,21503,3,2,6,12,,2,22,99,99,1991,5,1,,,1887.58166503906
"H21503-04-01","P21503-004","318300040304",3183000403,21503,4,1,3,12,,2,14,99,99,1999,5,1,,,1887.58166503906
"H21503-04-01","P21503-005","318300040305",3183000403,21503,5,1,3,12,,1,11,99,99,2002,5,1,,,1887.58166503906
"H21503-04-01","P21503-006","318300040306",3183000403,21503,6,1,3,12,,1,8,99,99,2005,,1,,,1887.58166503906
"H21503-04-01","P21503-007","318300040307",3183000403,21503,7,2,3,12,,1,6,99,99,2007,,1,,,1887.58166503906
"H21503-04-01","P21503-008","318300040308",3183000403,21503,8,2,3,12,,1,5,99,99,2008,,1,,,1887.58166503906
"H21505-04-01","P21505-001","318300040501",3183000405,21505,1,2,1,1,20,1,19,99,99,1995,5,1,,,1887.58166503906
"H21505-04-01","P21505-002","318300040502",3183000405,21505,2,2,8,1,20,4,16,99,99,1998,5,1,,,1887.58166503906
"H21506-04-01","P21506-001","318300040601",3183000406,21506,1,1,1,12,,1,54,99,99,1960,2,1,,,1887.58166503906
"H21506-04-01","P21506-002","318300040602",3183000406,21506,2,2,2,12,,1,44,99,99,1970,2,1,,,1887.58166503906
"H21506-04-01","P21506-003","318300040603",3183000406,21506,3,1,3,3,15,4,24,99,99,1990,5,1,,,1887.58166503906
"H21506-04-01","P21506-004","318300040604",3183000406,21506,4,2,3,12,,1,20,99,99,1994,5,1,,,1887.58166503906
"H21506-04-01","P21506-005","318300040605",3183000406,21506,5,1,3,12,,1,16,99,99,1998,5,1,,,1887.58166503906
"H21506-04-01","P21506-007","318300040607",3183000406,21506,6,2,3,12,,1,8,99,99,2006,,1,,,1887.58166503906
"H21506-04-01","P21506-008","318300040608",3183000406,21506,7,1,3,12,,1,6,99,2,2008,,1,,,1887.58166503906
"H21507-04-01","P21507-001","318300040701",3183000407,21507,1,2,1,12,,1,58,99,99,1955,2,1,,,1887.58166503906
"H21507-04-01","P21507-002","318300040702",3183000407,21507,2,1,3,12,,2,22,99,99,1991,5,1,,,1887.58166503906
"H21507-04-01","P21507-003","318300040703",3183000407,21507,3,1,3,12,,2,18,99,99,1995,5,1,,,1887.58166503906
"H21507-04-01","P21507-004","318300040704",3183000407,21507,4,2,3,12,,2,16,99,99,1997,5,1,,,1887.58166503906
"H21509-04-01","P21509-001","318300040901",3183000409,21509,1,2,1,1,20,1,39,99,99,1974,2,1,,,1887.58166503906
"H21509-04-01","P21509-002","318300040902",3183000409,21509,2,1,3,1,20,4,17,99,99,1996,5,1,,,1887.58166503906
"H21509-04-01","P21509-003","318300040903",3183000409,21509,3,2,3,4,15,1,12,99,99,2001,5,1,,,1887.58166503906
"H21509-04-01","P21509-004","318300040904",3183000409,21509,4,1,3,1,20,1,9,99,99,2004,,1,,,1887.58166503906
"H21509-04-01","P21509-005","318300040905",3183000409,21509,5,1,3,1,20,1,2,99,3,2011,,1,,,1887.58166503906
"H21510-04-01","P21510-001","318300041001",3183000410,21510,1,1,1,12,,1,71,99,99,1942,1,1,,,1887.58166503906
"H21510-04-01","P21510-002","318300041002",3183000410,21510,2,2,2,12,,1,65,99,99,1948,1,1,,,1887.58166503906
"H21510-04-01","P21510-003","318300041003",3183000410,21510,3,1,3,12,,1,26,99,99,1987,5,1,,,1887.58166503906
"H21510-04-01","P21510-004","318300041004",3183000410,21510,4,2,3,12,,1,22,99,99,1991,1,1,,,1887.58166503906
"H21510-04-01","P21510-005","318300041005",3183000410,21510,5,1,3,12,,1,20,99,99,1993,5,1,,,1887.58166503906
"H21510-04-01","P21510-006",,3183000410,,6,1,4,0,1,1,0,99,9,2013,,1,,,1887.58166503906
"H21601-04-01","P21601-002","306300060102",3063000601,21601,1,2,1,12,,1,58,99,99,1955,4,1,,,1887.58166503906
"H21601-04-01","P21601-004","306300060104",3063000601,21601,2,2,3,12,,1,24,99,99,1989,1,1,,,1887.58166503906
"H21601-04-01","P21601-005","306300060105",3063000601,21601,3,1,3,12,,1,21,99,99,1992,5,1,,,1887.58166503906
"H21601-04-01","P21601-006","306300060106",3063000601,21601,4,2,3,12,,1,17,99,99,1996,5,1,,,1887.58166503906
"H21601-04-01","P21601-007","306300060107",3063000601,21601,5,1,3,12,,1,6,99,99,2007,,1,,,1887.58166503906
"H21601-04-01","P21601-008","306300060108",3063000601,21601,6,1,3,12,,1,5,99,6,2008,,1,,,1887.58166503906
"H21601-04-01","P21601-009","306300060109",3063000601,21601,7,1,4,12,,1,2,10,6,2011,,1,,,1887.58166503906
"H21602-04-01","P21602-001","230630006020910",2306300060209,21602,1,2,2,12,,1,27,99,99,1986,1,1,,,1887.58166503906
"H21602-04-01","P21602-002","230630006020911",2306300060209,21602,2,1,3,12,,1,3,12,9,2010,,1,,,1887.58166503906
"H21602-04-01","P21602-013","306300060209",2306300060209,21602,3,1,3,12,,2,5,99,7,2008,,1,,,1887.58166503906
"H21602-04-01","P21602-014","306300060210",2306300060209,21602,4,1,1,12,,1,29,99,99,1984,1,1,,,1887.58166503906
"H21602-04-01","P21602-016",,2306300060209,,5,1,3,12,,1,1,23,9,2012,,1,,,1887.58166503906
"H21603-04-01","P21603-001","306300060301",3063000603,21603,1,1,2,6,8,4,45,99,99,1968,2,1,,,1887.58166503906
"H21603-04-01","P21603-002","306300060302",3063000603,21603,2,2,1,12,,1,42,99,99,1971,2,1,,,1887.58166503906
"H21603-04-01","P21603-003","306300060303",3063000603,21603,3,1,6,3,15,4,21,99,99,1992,5,1,,,1887.58166503906
"H21603-04-01","P21603-004","306300060304",3063000603,21603,4,1,6,12,,2,17,99,99,1996,5,1,,,1887.58166503906
"H21603-04-01","P21603-005","306300060305",3063000603,21603,5,2,3,12,,1,12,99,99,2001,5,1,,,1887.58166503906
"H21603-04-01","P21603-006","306300060306",3063000603,21603,6,2,3,12,,2,7,99,99,2006,,1,,,1887.58166503906
"H21603-04-01","P21603-007","306300060307",3063000603,21603,7,2,3,12,,1,4,14,11,2009,,1,,,1887.58166503906
"H21608-04-01","P21608-001","306300060801",3063000608,21608,1,2,1,12,,1,43,99,99,1970,1,1,,,1887.58166503906
"H21608-04-01","P21608-002","306300060802",3063000608,21608,2,2,3,12,,1,23,99,99,1990,5,1,,,1887.58166503906
"H21608-04-01","P21608-003","306300060803",3063000608,21608,3,1,3,12,,1,20,99,99,1993,5,1,,,1887.58166503906
"H21608-04-01","P21608-004","306300060804",3063000608,21608,4,1,3,12,,1,16,99,99,1997,5,1,,,1887.58166503906
"H21608-04-01","P21608-005","306300060805",3063000608,21608,5,1,3,12,,1,12,99,99,2001,5,1,,,1887.58166503906
"H21608-04-01","P21608-006","306300060806",3063000608,21608,6,1,3,12,,1,9,99,99,2004,,1,,,1887.58166503906
"H21608-04-01","P21608-008","306300060808",3063000608,21608,8,2,3,12,,1,5,99,99,2008,,1,,,1887.58166503906
"H21608-04-01","P21608-009","306300060809",3063000608,21608,10,2,4,12,,1,2,17,6,2011,,1,,,1887.58166503906
"H21608-04-01","P21608-010","306300060810",3063000608,21608,9,2,3,12,,1,3,12,8,2010,,1,,,1887.58166503906
"H21609-04-01","P21609-001","306300060901",3063000609,21609,1,1,1,12,,1,42,99,99,1971,2,1,,,1887.58166503906
"H21609-04-01","P21609-002","306300060902",3063000609,21609,2,2,2,12,,1,38,99,99,1975,2,1,,,1887.58166503906
"H21609-04-01","P21609-003","306300060903",3063000609,21609,3,2,3,12,,1,18,99,99,1995,5,1,,,1887.58166503906
"H21609-04-01","P21609-004","306300060904",3063000609,21609,4,1,3,12,,1,16,99,99,1997,5,1,,,1887.58166503906
"H21609-04-01","P21609-005","306300060905",3063000609,21609,5,2,3,12,,1,14,99,99,1999,5,1,,,1887.58166503906
"H21609-04-01","P21609-006","306300060906",3063000609,21609,6,2,3,12,,1,11,99,99,2002,5,1,,,1887.58166503906
"H21609-04-01","P21609-007","306300060907",3063000609,21609,7,2,3,12,,1,8,99,99,2005,,1,,,1887.58166503906
"H21609-04-01","P21609-008","306300060908",3063000609,21609,8,2,3,12,,1,6,99,99,2007,,1,,,1887.58166503906
"H21609-04-01","P21609-009","306300060909",3063000609,21609,9,2,3,12,,1,3,20,2,2010,,1,,,1887.58166503906
"H21609-04-01","P21609-010","306300060910",3063000609,21609,10,2,3,12,,1,3,20,2,2010,,1,,,1887.58166503906
"H21609-04-01","P21609-011",,3063000609,,11,1,3,10,1,1,0,18,1,2013,,1,,,1887.58166503906
"H21610-04-01","P21610-001","306300061001",3063000610,21610,1,1,1,12,,1,75,99,99,1938,1,1,,,1887.58166503906
"H21610-04-01","P21610-002","306300061002",3063000610,21610,2,2,2,12,,1,54,99,99,1959,1,1,,,1887.58166503906
"H21610-04-01","P21610-003","306300061003",3063000610,21610,3,2,3,12,,1,26,99,99,1987,5,1,,,1887.58166503906
"H21610-04-01","P21610-004","306300061004",3063000610,21610,4,1,3,12,,1,23,99,99,1990,5,1,,,1887.58166503906
"H21610-04-01","P21610-005","306300061005",3063000610,21610,5,2,3,12,,1,21,99,99,1992,5,1,,,1887.58166503906
"H21610-04-01","P21610-006","306300061006",3063000610,21610,6,1,3,10,5,2,18,99,99,1995,5,1,,,1887.58166503906
"H21610-04-01","P21610-007","306300061007",3063000610,21610,7,2,3,12,,1,15,99,99,1998,5,1,,,1887.58166503906
"H21610-04-01","P21610-008","306300061008",3063000610,21610,8,1,3,10,5,2,12,99,99,2001,5,1,,,1887.58166503906
"H21610-04-01","P21610-009","306300061009",3063000610,21610,9,1,4,12,,1,5,4,9,2008,,1,,,1887.58166503906
"H21610-04-01","P21610-011","306300061011",3063000610,21610,10,1,4,12,,1,3,1,5,2011,,1,,,1887.58166503906
"H21610-04-01","P21610-012",,3063000610,,11,1,4,12,,1,1,99,99,2012,,1,,,1887.58166503906
"H21612-04-01","P21612-001","306300061201",3063000612,21612,1,1,1,12,,1,74,99,99,1939,2,1,,,943.790832519531
"H21612-04-01","P21612-002","306300061202",3063000612,21612,2,2,2,12,,1,62,99,99,1951,2,1,,,943.790832519531
"H21612-04-01","P21612-004","306300061204",3063000612,21612,4,1,3,12,,2,13,99,99,2000,5,1,,,943.790832519531
"H21612-04-01","P21612-005","306300061205",3063000612,21612,5,2,3,12,,2,11,99,99,2002,1,1,,,943.790832519531
"H21612-04-01","P21612-006","306300061206",3063000612,21612,6,1,3,12,,2,8,99,99,2005,,1,,,943.790832519531
"H21612-04-02","P21612-003","306300061203",,21612,1,2,1,9,18,1,25,99,99,1988,2,1,,,943.790832519531
"H21612-04-02","P21612-009",,,,3,2,3,9,18,1,5,28,5,2008,,1,,,943.790832519531
"H21612-04-02","P21612-010",,,,4,1,3,9,18,1,4,17,2,2010,,1,,,943.790832519531
"H21612-04-02","P21612-011",,,,5,1,3,9,18,1,1,5,7,2012,,1,,,943.790832519531
"H21612-04-02","P21612-012",,,,6,2,3,0,1,1,0,23,5,2014,,1,,,943.790832519531
"H21612-04-02","P21612-013",,,,7,2,6,12,,1,11,99,99,2002,5,1,,,943.790832519531
"H21612-04-02","P21612-014",,,,8,2,6,12,,1,7,99,99,2006,,1,,,943.790832519531
"H21612-04-02","P21612-015",,,,9,1,6,12,,1,15,99,99,1998,5,1,,,943.790832519531
"H21701-04-01","P21701-001","306300070101",3063000701,21701,1,2,1,12,,1,55,99,99,1958,2,1,,,1887.58166503906
"H21701-04-01","P21701-003","306300070103",3063000701,21701,3,2,3,12,,1,20,99,99,1993,5,1,,,1887.58166503906
"H21701-04-01","P21701-004","306300070104",3063000701,21701,4,2,3,12,,1,18,99,99,1995,5,1,,,1887.58166503906
"H21701-04-01","P21701-005","306300070105",3063000701,21701,5,1,3,12,,1,15,99,99,1998,5,1,,,1887.58166503906
"H21701-04-01","P21701-006","306300070106",3063000701,21701,6,2,3,12,,1,13,99,99,2000,5,1,,,1887.58166503906
"H21701-04-01","P21701-007","306300070107",3063000701,21701,7,2,3,12,,1,8,99,99,2005,,1,,,1887.58166503906
"H21703-04-01","P21703-001","306300070301",3063000703,21703,1,2,1,12,,1,72,99,99,1941,4,1,,,1887.58166503906
"H21703-04-01","P21703-010",,3063000703,,6,2,4,12,,2,14,99,99,1999,5,1,,,1887.58166503906
"H21703-04-01","P21703-013",,3063000703,,9,2,4,12,,1,10,99,99,2003,5,1,,,1887.58166503906
"H21704-04-01","P21704-001","306300070401",3063000704,21704,1,2,1,12,,1,40,99,99,1973,2,1,,,1887.58166503906
"H21704-04-01","P21704-002","306300070402",3063000704,21704,2,1,3,12,,1,19,99,99,1994,5,1,,,1887.58166503906
"H21704-04-01","P21704-003","306300070403",3063000704,21704,3,1,3,12,,1,17,99,99,1996,5,1,,,1887.58166503906
"H21704-04-01","P21704-004","306300070404",3063000704,21704,4,1,3,12,,1,14,99,99,1999,5,1,,,1887.58166503906
"H21704-04-01","P21704-005","306300070405",3063000704,21704,5,1,3,12,,1,12,99,99,2001,5,1,,,1887.58166503906
"H21704-04-01","P21704-006","306300070406",3063000704,21704,6,1,3,12,,2,10,99,99,2003,5,1,,,1887.58166503906
"H21704-04-01","P21704-007","306300070407",3063000704,21704,7,1,3,12,,2,7,99,99,2006,,1,,,1887.58166503906
"H21704-04-01","P21704-008","306300070408",3063000704,21704,8,1,3,12,,1,4,30,4,2009,,1,,,1887.58166503906
"H21704-04-01","P21704-009",,3063000704,,9,2,3,12,,1,1,19,7,2012,,1,,,1887.58166503906
"H21705-04-01","P21705-001","306300070501",3063000705,21705,1,1,1,12,,2,79,99,99,1934,1,1,,,1887.58166503906
"H21705-04-01","P21705-002","306300070502",3063000705,21705,2,2,2,12,,1,44,99,99,1969,1,1,,,1887.58166503906
"H21705-04-01","P21705-003","306300070503",3063000705,21705,3,1,3,12,,1,22,99,99,1991,5,1,,,1887.58166503906
"H21705-04-01","P21705-004","306300070504",3063000705,21705,4,2,3,12,,1,15,99,99,1998,5,1,,,1887.58166503906
"H21705-04-01","P21705-005","306300070505",3063000705,21705,5,2,3,12,,1,13,99,99,2000,5,1,,,1887.58166503906
"H21705-04-01","P21705-006","306300070506",3063000705,21705,6,2,3,12,,1,9,99,99,2004,,1,,,1887.58166503906
"H21705-04-01","P21705-007","306300070507",3063000705,21705,7,1,3,12,,1,6,10,12,2006,,1,,,1887.58166503906
"H21705-04-01","P21705-008",,3063000705,,8,1,3,12,,1,12,99,99,2001,5,1,,,1887.58166503906
"H21705-04-01","P21705-009",,3063000705,,9,2,7,12,,1,12,99,99,2001,5,1,,,1887.58166503906
"H21706-04-01","P21706-001","306300070601",3063000706,21706,1,1,1,12,,1,55,99,99,1958,2,1,,,1887.58166503906
"H21706-04-01","P21706-002","306300070602",3063000706,21706,2,2,2,12,,1,44,99,99,1969,2,1,,,1887.58166503906
"H21706-04-01","P21706-004","306300070604",3063000706,21706,3,2,3,12,,1,19,99,99,1994,5,1,,,1887.58166503906
"H21706-04-01","P21706-005","306300070605",3063000706,21706,4,2,3,12,,1,16,99,99,1997,5,1,,,1887.58166503906
"H21706-04-01","P21706-006","306300070606",3063000706,21706,9,1,3,12,,1,15,99,99,1998,5,1,,,1887.58166503906
"H21706-04-01","P21706-008","306300070608",3063000706,21706,6,1,3,12,,1,10,99,99,2003,5,1,,,1887.58166503906
"H21706-04-01","P21706-010","306300070610",3063000706,21706,7,1,3,12,,1,6,99,10,2006,,1,,,1887.58166503906
"H21706-04-01","P21706-011","306300070611",3063000706,21706,8,1,3,12,,1,3,1,2,2010,,,,,1887.58166503906
"H21708-04-01","P21708-001","306300070801",3063000708,21708,1,2,1,12,,1,52,99,99,1961,2,1,,,1887.58166503906
"H21708-04-01","P21708-002","306300070802",3063000708,21708,2,1,3,12,,1,30,99,99,1983,1,1,,,1887.58166503906
"H21708-04-01","P21708-003","306300070803",3063000708,21708,3,2,3,12,,2,26,99,9,1987,1,1,,,1887.58166503906
"H21708-04-01","P21708-004","306300070804",3063000708,21708,4,1,3,10,13,2,20,99,99,1993,1,1,,,1887.58166503906
"H21708-04-01","P21708-005","306300070805",3063000708,21708,5,2,3,12,,1,16,99,99,1997,5,1,,,1887.58166503906
"H21708-04-01","P21708-006","306300070806",3063000708,21708,6,2,3,12,,1,14,99,99,1999,5,1,,,1887.58166503906
"H21708-04-01","P21708-008","306300070808",3063000708,21708,8,1,3,12,,1,8,99,99,2005,,1,,,1887.58166503906
"H21708-04-01","P21708-013","306300070813",3063000708,21708,13,1,4,12,,1,3,99,4,2010,,1,,,1887.58166503906
"H21708-04-01","P21708-018",,3063000708,,18,1,4,12,,1,1,99,8,2012,,1,,,1887.58166503906
"H21709-04-01","P21709-001","306300070901",3063000709,21709,1,1,1,12,,2,47,99,99,1966,1,1,,,1887.58166503906
"H21709-04-01","P21709-002","306300070902",3063000709,21709,2,2,2,12,,1,37,99,99,1976,1,1,,,1887.58166503906
"H21709-04-01","P21709-003","306300070903",3063000709,21709,3,2,3,12,,1,18,99,99,1995,1,1,,,1887.58166503906
"H21709-04-01","P21709-004","306300070904",3063000709,21709,4,2,3,12,,1,13,99,99,2000,5,1,,,1887.58166503906
"H21709-04-01","P21709-005","306300070905",3063000709,21709,5,1,3,12,,1,11,99,99,2002,5,1,,,1887.58166503906
"H21709-04-01","P21709-006","306300070906",3063000709,21709,6,2,3,12,,1,9,99,99,2004,,1,,,1887.58166503906
"H21709-04-01","P21709-007","306300070907",3063000709,21709,7,2,3,12,,1,7,99,99,2006,,1,,,1887.58166503906
"H21709-04-01","P21709-008","306300070908",3063000709,21709,8,2,3,12,,1,4,6,5,2009,,1,,,1887.58166503906
"H21709-04-01","P21709-009","306300070909",3063000709,21709,9,1,3,12,,2,19,99,99,1994,5,1,,,1887.58166503906
"H21709-04-01","P21709-010",,3063000709,,10,1,3,1,1,1,0,19,8,2013,,1,,,1887.58166503906
"H21710-04-01","P21710-001","306300071001",3063000710,21710,1,2,1,12,,1,57,99,99,1956,2,1,,,1887.58166503906
"H21710-04-01","P21710-002","306300071002",3063000710,21710,2,1,3,12,,1,23,99,99,1990,5,1,,,1887.58166503906
"H21710-04-01","P21710-003","306300071003",3063000710,21710,3,2,3,12,,1,20,99,99,1993,5,1,,,1887.58166503906
"H21710-04-01","P21710-004","306300071004",3063000710,21710,4,1,3,12,,1,14,99,99,1999,5,1,,,1887.58166503906
"H21710-04-01","P21710-005",,3063000710,,5,1,3,12,,1,20,99,99,1993,5,1,,,1887.58166503906
"H21710-04-01","P21710-006",,3063000710,,6,2,4,12,,1,9,99,99,2004,,1,,,1887.58166503906
"H21710-04-01","P21710-007",,3063000710,,7,2,4,12,,1,7,99,99,2006,,1,,,1887.58166503906
"H21710-04-01","P21710-008",,3063000710,,8,1,4,12,,1,5,99,99,2008,,1,,,1887.58166503906
"H21710-04-01","P21710-009",,3063000710,,9,1,4,12,,1,3,99,99,2010,,1,,,1887.58166503906
"H21710-04-01","P21710-010",,3063000710,,10,1,4,12,,1,4,99,99,2009,,1,,,1887.58166503906
"H21710-04-01","P21710-011",,3063000710,,11,2,4,12,,1,2,99,99,2011,,1,,,1887.58166503906
"H21711-04-01","P21711-001","306300071101",3063000711,21711,1,1,1,12,,1,63,99,99,1950,1,1,,,1887.58166503906
"H21711-04-01","P21711-002","306300071102",3063000711,21711,2,2,2,12,,1,54,99,99,1959,1,1,,,1887.58166503906
"H21711-04-01","P21711-003","306300071103",3063000711,21711,3,2,3,12,,1,26,99,99,1987,5,1,,,1887.58166503906
"H21711-04-01","P21711-004","306300071104",3063000711,21711,4,1,3,12,,1,24,99,99,1989,5,1,,,1887.58166503906
"H21711-04-01","P21711-005","306300071105",3063000711,21711,5,1,3,12,,1,17,99,99,1996,5,1,,,1887.58166503906
"H21711-04-01","P21711-006","306300071106",3063000711,21711,6,2,3,12,,1,22,99,99,1991,5,1,,,1887.58166503906
"H21711-04-01","P21711-010","306300071110",3063000711,21711,10,1,4,12,,1,4,99,10,2008,,1,,,1887.58166503906
"H21711-04-01","P21711-011",,3063000711,,11,2,4,12,,1,1,28,2,2012,,1,,,1887.58166503906
"H22001-04-01","P22001-001","307100070101",3071000701,22001,1,1,1,12,,1,35,99,99,1978,1,1,,,2204.83032226563
"H22001-04-01","P22001-002","307100070102",3071000701,22001,2,2,2,12,,1,25,99,99,1988,1,1,,,2204.83032226563
"H22001-04-01","P22001-003","307100070103",3071000701,22001,3,2,3,12,,1,10,29,5,2003,5,1,,,2204.83032226563
"H22001-04-01","P22001-005","307100070105",3071000701,22001,4,2,3,12,,1,8,1,12,2004,,1,,,2204.83032226563
"H22001-04-01","P22001-006","307100070106",3071000701,22001,5,1,3,12,,1,6,13,11,2006,,1,,,2204.83032226563
"H22001-04-01","P22001-007","307100070107",3071000701,22001,6,1,3,12,,1,2,4,5,2011,,1,,,2204.83032226563
"H22002-04-01","P22002-001","307100070201",3071000702,22002,1,1,1,12,,1,76,30,11,1936,2,1,,,2204.83032226563
"H22002-04-01","P22002-004","307100070204",3071000702,22002,2,1,4,12,,1,21,99,99,1992,5,1,,,2204.83032226563
"H22002-04-01","P22002-005","307100070205",3071000702,22002,3,1,4,4,15,4,22,99,99,1991,5,1,,,2204.83032226563
"H22002-04-01","P22002-006","307100070206",3071000702,22002,4,2,3,2,15,4,18,99,99,1995,5,1,,,2204.83032226563
"H22002-04-01","P22002-011","307100070211",3071000702,22002,5,2,4,12,,1,14,99,99,1999,5,1,,,2204.83032226563
"H22002-04-01","P22002-013",,3071000702,,6,2,4,9,4,1,13,99,99,2000,5,2,,,2204.83032226563
"H22002-04-01","P22002-014",,3071000702,,7,2,7,12,,1,20,99,99,1993,3,1,,,2204.83032226563
"H22003-04-01","P22003-001","307100070301",3071000703,22003,1,1,1,12,,1,35,99,99,1978,1,1,,,2204.83032226563
"H22003-04-01","P22003-002","307100070302",3071000703,22003,2,2,2,12,,1,29,4,12,1983,1,1,,,2204.83032226563
"H22003-04-01","P22003-003","307100070303",3071000703,22003,3,1,3,12,,1,10,18,10,2003,5,1,,,2204.83032226563
"H22003-04-01","P22003-004","307100070304",3071000703,22003,4,1,4,12,,1,7,29,7,2006,,1,,,2204.83032226563
"H22003-04-01","P22003-005","307100070305",3071000703,22003,5,1,3,12,,1,4,3,1,2009,,1,,,2204.83032226563
"H22003-04-01","P22003-006","307100070306",3071000703,22003,6,2,6,3,15,4,16,99,99,1997,5,1,,,2204.83032226563
"H22003-04-01","P22003-007","307100070307",3071000703,22003,7,2,6,12,,1,14,99,99,1999,5,1,,,2204.83032226563
"H22003-04-01","P22003-009",,3071000703,,8,1,6,5,13,3,21,99,99,1992,5,1,,,2204.83032226563
"H22004-04-01","P22004-002","307100070401",230710007040303,22004,1,1,1,12,,2,56,27,9,1957,1,1,,,551.207580566406
"H22004-04-01","P22004-006","307100070405",230710007040303,22004,4,2,3,3,15,4,19,99,4,1994,5,1,,,551.207580566406
"H22004-04-01","P22004-007","307100070406",230710007040303,22004,5,1,4,12,,1,6,99,12,2006,,1,,,551.207580566406
"H22004-04-01","P22004-009","307100070408",230710007040303,22004,7,1,7,12,,2,15,99,99,1998,5,1,,,551.207580566406
"H22004-04-01","P22004-010","307100070409",230710007040303,22004,8,1,3,12,,1,14,99,5,1999,5,1,,,551.207580566406
"H22004-04-01","P22004-011","307100070410",230710007040303,22004,9,1,3,3,15,4,8,5,2,2005,,1,,,551.207580566406
"H22004-04-01","P22004-012","307100070411",230710007040303,22004,10,2,3,12,,1,3,5,1,2010,,1,,,551.207580566406
"H22004-04-01","P22004-013","307100070412",230710007040303,22004,11,2,2,12,,1,40,99,99,1973,1,1,,,551.207580566406
"H22004-04-01","P22004-014","3071000704030",230710007040303,22004,23,1,3,2,4,4,31,99,99,1982,3,1,,,551.207580566406
"H22004-04-01","P22004-016","30710007040303",230710007040303,22004,12,1,4,12,,1,8,99,99,2005,,1,,,551.207580566406
"H22004-04-01","P22004-022","3071000704110",230710007040303,22004,14,1,7,3,15,4,31,99,6,1982,5,1,,,551.207580566406
"H22004-04-01","P22004-037",,230710007040303,,24,1,6,3,13,3,60,99,99,1953,3,1,,,551.207580566406
"H22004-04-01","P22004-038",,230710007040303,,25,2,10,3,13,3,21,99,99,1992,1,1,,,551.207580566406
"H22004-04-01","P22004-039",,230710007040303,,26,2,4,3,1,3,0,26,6,2013,,1,,,551.207580566406
"H22004-04-03","P22004-016","30710007040303",307100070403,22004,4,1,7,5,13,4,8,99,99,2005,,1,,,551.207580566406
"H22004-04-03","P22004-018","3071000704050",307100070403,22004,1,1,1,12,,2,28,99,99,1985,5,1,3,307,551.207580566406
"H22004-04-03","P22004-040",,307100070403,,2,2,2,1,8,2,26,1,5,1987,1,1,,,551.207580566406
"H22004-04-04","P22004-005","307100070404",307100070405,22004,2,1,1,12,,1,25,24,6,1988,1,1,,,551.207580566406
"H22004-04-04","P22004-035",,307100070405,,3,2,2,12,,1,21,19,4,1992,1,1,,,551.207580566406
"H22004-04-04","P22004-036",,307100070405,,4,1,3,12,,1,2,9,9,2011,,1,,,551.207580566406
"H22004-04-05","P22004-021","3071000704070",,22004,2,2,6,12,,2,20,99,6,1993,5,1,,,551.207580566406
"H22004-04-05","P22004-023","30710007040506",,22004,1,2,1,12,,2,29,6,11,1984,3,1,,,551.207580566406
"H22004-04-05","P22004-027","30710007040510",,22004,3,2,3,12,,1,2,11,7,2011,,1,,,551.207580566406
"H22004-04-05","P22004-029","30710007040512",,22004,4,2,7,12,,2,2,20,5,2011,,1,,,551.207580566406
"H22006-04-01","P22006-001","307100070601",3071000706,22006,1,1,1,12,,1,34,99,99,1979,1,1,,,2204.83032226563
"H22006-04-01","P22006-002","307100070602",3071000706,22006,2,2,2,12,,1,30,99,99,1983,1,1,,,2204.83032226563
"H22006-04-01","P22006-003","307100070603",3071000706,22006,3,2,3,12,,1,9,4,11,2003,,1,,,2204.83032226563
"H22006-04-01","P22006-004","307100070604",3071000706,22006,4,2,3,12,,1,7,27,4,2006,,1,,,2204.83032226563
"H22006-04-01","P22006-005","307100070605",3071000706,22006,5,2,3,12,,1,3,7,2,2010,,1,,,2204.83032226563
"H22006-04-01","P22006-007",,3071000706,,7,1,3,12,,1,0,4,10,2013,,1,,,2204.83032226563
"H22014-04-01","P22014-001","307100071401",3071000714,22014,1,1,1,11,20,1,40,99,6,1973,1,1,,,2204.83032226563
"H22014-04-01","P22014-002","307100071402",3071000714,22014,2,2,2,11,20,1,31,99,99,1982,1,1,,,2204.83032226563
"H22014-04-01","P22014-003","307100071403",3071000714,22014,3,1,3,6,15,4,17,4,4,1997,5,1,,,2204.83032226563
"H22014-04-01","P22014-004","307100071404",3071000714,22014,4,1,3,12,,1,14,18,11,1999,5,1,,,2204.83032226563
"H22014-04-01","P22014-005","307100071405",3071000714,22014,5,1,3,12,,1,11,21,11,2002,5,1,,,2204.83032226563
"H22014-04-01","P22014-006","307100071406",3071000714,22014,6,2,3,12,,1,8,17,8,2005,,1,,,2204.83032226563
"H22014-04-01","P22014-007","307100071407",3071000714,22014,7,2,3,12,,1,5,4,1,2009,,1,,,2204.83032226563
"H22014-04-01","P22014-009","307100071409",3071000714,22014,8,1,3,11,20,1,2,19,5,2011,,1,,,2204.83032226563
"H22101-04-01","P22101-001","231730009010102",2317300090101,22101,1,1,1,12,,1,68,20,3,1945,1,1,,,734.943481445313
"H22101-04-01","P22101-002","231730009010103",2317300090101,22101,2,1,4,12,,1,8,24,12,2004,,1,,,734.943481445313
